Season,Team,Name,Rk,G,Date,Age,Tm,Home,Opp,W/L,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-
2025,TOR,Ulrich Chomche,13,,2024-11-15,18-321,TOR,1,DET,L (-4),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
2025,TOR,Ulrich Chomche,14,,2024-11-16,18-322,TOR,0,BOS,L (-3),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
2025,TOR,Ulrich Chomche,15,,2024-11-18,18-324,TOR,1,IND,W (+11),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
2025,TOR,Bruce Brown,1,,2024-10-23,28-069,TOR,1,CLE,L (-30),Inactive,Inactive,Inactive,Inactive,Inactive,,,,Inactive,Inactive,Inactive,,,Inactive,Inactive,,,,Inactive,Inactive,Inactive,Inactive
2025,TOR,Bruce Brown,2,,2024-10-25,28-071,TOR,1,PHI,W (+8),Inactive,Inactive,Inactive,Inactive,Inactive,,,,Inactive,Inactive,Inactive,,,Inactive,Inactive,,,,Inactive,Inactive,Inactive,Inactive
2025,TOR,Bruce Brown,3,,2024-10-26,28-072,TOR,0,MIN,L (-11),Inactive,Inactive,Inactive,Inactive,Inactive,,,,Inactive,Inactive,Inactive,,,Inactive,Inactive,,,,Inactive,Inactive,Inactive,Inactive
2025,TOR,Bruce Brown,4,,2024-10-28,28-074,TOR,1,DEN,L (-2),Inactive,Inactive,Inactive,Inactive,Inactive,,,,Inactive,Inactive,Inactive,,,Inactive,Inactive,,,,Inactive,Inactive,Inactive,Inactive
2025,TOR,Bruce Brown,5,,2024-10-30,28-076,TOR,0,CHO,L (-5),Inactive,Inactive,Inactive,Inactive,Inactive,,,,Inactive,Inactive,Inactive,,,Inactive,Inactive,,,,Inactive,Inactive,Inactive,Inactive
2025,TOR,Bruce Brown,6,,2024-11-01,28-078,TOR,1,LAL,L (-6),Inactive,Inactive,Inactive,Inactive,Inactive,,,,Inactive,Inactive,Inactive,,,Inactive,Inactive,,,,Inactive,Inactive,Inactive,Inactive
2025,TOR,Bruce Brown,7,,2024-11-02,28-079,TOR,1,SAC,W (+3),Inactive,Inactive,Inactive,Inactive,Inactive,,,,Inactive,Inactive,Inactive,,,Inactive,Inactive,,,,Inactive,Inactive,Inactive,Inactive
2025,TOR,Bruce Brown,8,,2024-11-04,28-081,TOR,0,DEN,L (-2),Inactive,Inactive,Inactive,Inactive,Inactive,,,,Inactive,Inactive,Inactive,,,Inactive,Inactive,,,,Inactive,Inactive,Inactive,Inactive
2025,TOR,Bruce Brown,9,,2024-11-06,28-083,TOR,0,SAC,L (-15),Inactive,Inactive,Inactive,Inactive,Inactive,,,,Inactive,Inactive,Inactive,,,Inactive,Inactive,,,,Inactive,Inactive,Inactive,Inactive
2025,TOR,Bruce Brown,10,,2024-11-09,28-086,TOR,0,LAC,L (-2),Inactive,Inactive,Inactive,Inactive,Inactive,,,,Inactive,Inactive,Inactive,,,Inactive,Inactive,,,,Inactive,Inactive,Inactive,Inactive
2025,TOR,Bruce Brown,11,,2024-11-10,28-087,TOR,0,LAL,L (-20),Inactive,Inactive,Inactive,Inactive,Inactive,,,,Inactive,Inactive,Inactive,,,Inactive,Inactive,,,,Inactive,Inactive,Inactive,Inactive
2025,TOR,Bruce Brown,12,,2024-11-12,28-089,TOR,0,MIL,L (-14),Inactive,Inactive,Inactive,Inactive,Inactive,,,,Inactive,Inactive,Inactive,,,Inactive,Inactive,,,,Inactive,Inactive,Inactive,Inactive
2025,TOR,Bruce Brown,13,,2024-11-15,28-092,TOR,1,DET,L (-4),Inactive,Inactive,Inactive,Inactive,Inactive,,,,Inactive,Inactive,Inactive,,,Inactive,Inactive,,,,Inactive,Inactive,Inactive,Inactive
2025,TOR,Bruce Brown,14,,2024-11-16,28-093,TOR,0,BOS,L (-3),Inactive,Inactive,Inactive,Inactive,Inactive,,,,Inactive,Inactive,Inactive,,,Inactive,Inactive,,,,Inactive,Inactive,Inactive,Inactive
2025,TOR,Bruce Brown,15,,2024-11-18,28-095,TOR,1,IND,W (+11),Inactive,Inactive,Inactive,Inactive,Inactive,,,,Inactive,Inactive,Inactive,,,Inactive,Inactive,,,,Inactive,Inactive,Inactive,Inactive
2025,TOR,Kelly Olynyk,1,,2024-10-23,33-187,TOR,1,CLE,L (-30),Inactive,Inactive,Inactive,Inactive,Inactive,,,,Inactive,Inactive,Inactive,,,Inactive,Inactive,,,,Inactive,Inactive,Inactive,Inactive
2025,TOR,Kelly Olynyk,2,,2024-10-25,33-189,TOR,1,PHI,W (+8),Inactive,Inactive,Inactive,Inactive,Inactive,,,,Inactive,Inactive,Inactive,,,Inactive,Inactive,,,,Inactive,Inactive,Inactive,Inactive
2025,TOR,Kelly Olynyk,3,,2024-10-26,33-190,TOR,0,MIN,L (-11),Inactive,Inactive,Inactive,Inactive,Inactive,,,,Inactive,Inactive,Inactive,,,Inactive,Inactive,,,,Inactive,Inactive,Inactive,Inactive
2025,TOR,Kelly Olynyk,4,,2024-10-28,33-192,TOR,1,DEN,L (-2),Inactive,Inactive,Inactive,Inactive,Inactive,,,,Inactive,Inactive,Inactive,,,Inactive,Inactive,,,,Inactive,Inactive,Inactive,Inactive
2025,TOR,Kelly Olynyk,5,,2024-10-30,33-194,TOR,0,CHO,L (-5),Inactive,Inactive,Inactive,Inactive,Inactive,,,,Inactive,Inactive,Inactive,,,Inactive,Inactive,,,,Inactive,Inactive,Inactive,Inactive
2025,TOR,Kelly Olynyk,6,,2024-11-01,33-196,TOR,1,LAL,L (-6),Inactive,Inactive,Inactive,Inactive,Inactive,,,,Inactive,Inactive,Inactive,,,Inactive,Inactive,,,,Inactive,Inactive,Inactive,Inactive
2025,TOR,Kelly Olynyk,7,,2024-11-02,33-197,TOR,1,SAC,W (+3),Inactive,Inactive,Inactive,Inactive,Inactive,,,,Inactive,Inactive,Inactive,,,Inactive,Inactive,,,,Inactive,Inactive,Inactive,Inactive
2025,TOR,Kelly Olynyk,8,,2024-11-04,33-199,TOR,0,DEN,L (-2),Inactive,Inactive,Inactive,Inactive,Inactive,,,,Inactive,Inactive,Inactive,,,Inactive,Inactive,,,,Inactive,Inactive,Inactive,Inactive
2025,TOR,Kelly Olynyk,9,,2024-11-06,33-201,TOR,0,SAC,L (-15),Inactive,Inactive,Inactive,Inactive,Inactive,,,,Inactive,Inactive,Inactive,,,Inactive,Inactive,,,,Inactive,Inactive,Inactive,Inactive
2025,TOR,Kelly Olynyk,10,,2024-11-09,33-204,TOR,0,LAC,L (-2),Inactive,Inactive,Inactive,Inactive,Inactive,,,,Inactive,Inactive,Inactive,,,Inactive,Inactive,,,,Inactive,Inactive,Inactive,Inactive
2025,TOR,Kelly Olynyk,11,,2024-11-10,33-205,TOR,0,LAL,L (-20),Inactive,Inactive,Inactive,Inactive,Inactive,,,,Inactive,Inactive,Inactive,,,Inactive,Inactive,,,,Inactive,Inactive,Inactive,Inactive
2025,TOR,Kelly Olynyk,12,,2024-11-12,33-207,TOR,0,MIL,L (-14),Inactive,Inactive,Inactive,Inactive,Inactive,,,,Inactive,Inactive,Inactive,,,Inactive,Inactive,,,,Inactive,Inactive,Inactive,Inactive
2025,TOR,Kelly Olynyk,13,,2024-11-15,33-210,TOR,1,DET,L (-4),Inactive,Inactive,Inactive,Inactive,Inactive,,,,Inactive,Inactive,Inactive,,,Inactive,Inactive,,,,Inactive,Inactive,Inactive,Inactive
2025,TOR,Kelly Olynyk,14,,2024-11-16,33-211,TOR,0,BOS,L (-3),Inactive,Inactive,Inactive,Inactive,Inactive,,,,Inactive,Inactive,Inactive,,,Inactive,Inactive,,,,Inactive,Inactive,Inactive,Inactive
2025,TOR,Kelly Olynyk,15,,2024-11-18,33-213,TOR,1,IND,W (+11),Inactive,Inactive,Inactive,Inactive,Inactive,,,,Inactive,Inactive,Inactive,,,Inactive,Inactive,,,,Inactive,Inactive,Inactive,Inactive
