Season,Team,G,Date,Home,Opp,W/L,Tm_Pts,Opp_Pts,Tm_FG,Tm_FGA,Tm_FG%,Tm_3P,Tm_3PA,Tm_3P%,Tm_FT,Tm_FTA,Tm_FT%,Tm_ORB,Tm_TRB,Tm_AST,Tm_STL,Tm_BLK,Tm_TOV,Tm_PF,Opp_FG,Opp_FGA,Opp_FG%,Opp_3P,Opp_3PA,Opp_3P%,Opp_FT,Opp_FTA,Opp_FT%,Opp_ORB,Opp_TRB,Opp_AST,Opp_STL,Opp_BLK,Opp_TOV,Opp_PF
2023,CHI,18,2022-11-23,0,MIL,W,118,113,43,87,.494,18,42,.429,14,18,.778,5,35,30,9,12,13,20,41,90,.456,12,38,.316,19,25,.760,11,48,24,5,3,20,17
2023,CHI,19,2022-11-25,0,OKC,L,119,123,44,101,.436,12,33,.364,19,23,.826,14,47,25,5,4,15,24,44,95,.463,7,29,.241,28,32,.875,10,50,24,7,5,13,21
2023,CHI,20,2022-11-28,0,UTA,W,114,107,43,93,.462,6,22,.273,22,25,.880,13,50,21,6,3,8,17,41,85,.482,19,49,.388,6,15,.400,9,45,30,5,4,14,17
2023,CHI,21,2022-11-30,0,PHO,L,113,132,41,82,.500,4,25,.160,27,33,.818,5,35,21,5,6,12,19,49,93,.527,15,33,.455,19,21,.905,10,46,22,3,5,14,28
2023,CHI,22,2022-12-02,0,GSW,L,111,119,43,93,.462,9,27,.333,16,24,.667,6,44,28,7,1,12,28,42,87,.483,20,50,.400,15,23,.652,7,50,32,2,5,20,19
2023,CHI,23,2022-12-04,0,SAC,L,101,110,38,86,.442,9,25,.360,16,19,.842,7,39,17,9,5,16,16,40,86,.465,13,43,.302,17,19,.895,5,46,30,10,2,19,17
2023,CHI,24,2022-12-07,1,WAS,W,115,111,45,90,.500,10,23,.435,15,17,.882,6,41,29,11,4,19,20,41,84,.488,9,31,.290,20,29,.690,6,38,22,12,6,18,16
2023,CHI,25,2022-12-10,1,DAL,W,144,115,54,85,.635,19,34,.559,17,24,.708,4,44,33,8,5,10,17,41,90,.456,11,44,.250,22,26,.846,8,37,24,5,4,8,17
2023,CHI,26,2022-12-11,0,ATL,L,122,123,48,100,.480,7,27,.259,19,23,.826,13,53,28,11,6,19,21,47,98,.480,13,39,.333,16,21,.762,8,45,28,3,6,15,22
2023,CHI,27,2022-12-14,1,NYK,L,120,128,46,84,.548,9,28,.321,19,22,.864,3,31,25,6,7,12,18,45,91,.495,18,34,.529,20,25,.800,15,48,25,7,5,18,25
2023,CHI,28,2022-12-16,1,NYK,L,91,114,36,77,.468,12,30,.400,7,8,.875,2,39,26,3,2,20,25,37,92,.402,17,44,.386,23,32,.719,15,50,19,13,2,12,13
2023,CHI,29,2022-12-18,0,MIN,L,126,150,46,88,.523,16,38,.421,18,24,.750,6,30,31,6,1,11,16,57,87,.655,23,43,.535,13,16,.813,4,39,38,5,5,13,21
2023,CHI,30,2022-12-20,0,MIA,W,113,103,40,73,.548,13,31,.419,20,24,.833,5,39,24,7,0,17,16,38,81,.469,15,44,.341,12,17,.706,9,35,26,9,0,13,16
2023,CHI,31,2022-12-21,0,ATL,W,110,108,43,86,.500,7,24,.292,17,22,.773,8,47,20,9,4,11,15,39,91,.429,14,37,.378,16,16,1.000,9,47,22,6,7,15,15
2023,CHI,32,2022-12-23,0,NYK,W,118,117,45,93,.484,14,31,.452,14,18,.778,11,41,24,6,4,4,22,43,86,.500,16,35,.457,15,26,.577,12,47,23,2,4,10,17
2023,CHI,33,2022-12-26,1,HOU,L,118,133,45,92,.489,13,35,.371,15,21,.714,8,35,27,6,2,8,19,50,90,.556,17,44,.386,16,22,.727,8,45,28,7,5,13,15
2023,CHI,34,2022-12-28,1,MIL,W,119,113,42,92,.457,9,23,.391,26,30,.867,7,52,21,5,10,14,23,41,110,.373,9,44,.205,22,32,.688,22,61,18,7,6,14,21
2023,CHI,35,2022-12-30,1,DET,W,132,118,53,92,.576,12,27,.444,14,15,.933,12,38,21,10,4,14,20,41,86,.477,17,39,.436,19,24,.792,13,35,28,8,1,16,16
2023,CHI,36,2022-12-31,1,CLE,L,102,103,39,81,.481,7,21,.333,17,24,.708,9,40,14,15,6,15,15,39,85,.459,13,38,.342,12,19,.632,15,50,20,9,5,21,18
2023,CHI,37,2023-01-02,0,CLE,L,134,145,47,95,.495,10,33,.303,30,34,.882,6,42,22,8,2,7,33,48,92,.522,16,46,.348,33,45,.733,13,47,27,1,3,10,27
2023,CHI,38,2023-01-04,1,BRK,W,121,112,43,81,.531,8,20,.400,27,29,.931,6,46,21,7,7,17,16,42,91,.462,12,37,.324,16,21,.762,5,34,24,9,7,11,22
2023,CHI,39,2023-01-06,0,PHI,W,126,112,48,84,.571,20,34,.588,10,17,.588,8,45,33,3,4,12,14,40,92,.435,18,41,.439,14,18,.778,12,38,28,6,3,7,15
2023,CHI,40,2023-01-07,1,UTA,W,126,118,44,83,.530,13,28,.464,25,32,.781,7,44,22,4,4,10,22,46,93,.495,12,41,.293,14,18,.778,7,39,36,6,2,10,24
2023,CHI,41,2023-01-09,0,BOS,L,99,107,39,86,.453,12,35,.343,9,14,.643,6,42,19,6,1,8,18,38,87,.437,11,41,.268,20,21,.952,9,50,25,2,7,9,12
2023,CHI,42,2023-01-11,0,WAS,L,97,100,41,88,.466,9,29,.310,6,9,.667,8,39,16,7,6,12,19,38,82,.463,7,23,.304,17,21,.810,12,52,21,5,3,18,18
2023,CHI,43,2023-01-13,1,OKC,L,110,124,38,85,.447,12,38,.316,22,24,.917,10,42,30,7,5,16,17,47,92,.511,11,33,.333,19,22,.864,12,46,22,12,6,11,19
2023,CHI,44,2023-01-15,1,GSW,W,132,118,48,95,.505,15,39,.385,21,24,.875,7,38,29,12,1,10,18,41,83,.494,21,51,.412,15,22,.682,7,40,35,6,4,23,22
2023,CHI,45,2023-01-19,0,DET,W,126,108,50,92,.543,7,23,.304,19,21,.905,11,48,23,11,8,14,17,39,97,.402,8,34,.235,22,27,.815,17,49,25,7,3,17,15
2023,CHI,46,2023-01-23,1,ATL,W,111,100,44,95,.463,11,34,.324,12,18,.667,15,47,28,13,3,11,20,39,85,.459,10,33,.303,12,19,.632,9,43,24,6,4,19,14
2023,CHI,47,2023-01-24,0,IND,L,110,116,43,88,.489,5,24,.208,19,25,.760,11,45,19,5,5,16,23,42,99,.424,10,37,.270,22,28,.786,14,45,24,9,10,8,21
2023,CHI,48,2023-01-26,0,CHO,L,96,111,37,91,.407,4,25,.160,18,22,.818,7,43,16,8,2,13,20,39,84,.464,7,32,.219,26,31,.839,6,52,24,8,5,16,19
2023,CHI,49,2023-01-28,0,ORL,W,128,109,48,81,.593,16,35,.457,16,19,.842,4,38,30,5,6,12,22,41,83,.494,10,28,.357,17,24,.708,6,36,29,5,0,13,18
2023,CHI,50,2023-01-31,1,LAC,L,103,108,38,77,.494,12,24,.500,15,21,.714,6,51,26,6,6,20,19,37,93,.398,12,44,.273,22,26,.846,11,44,24,15,6,8,16
2023,CHI,51,2023-02-02,1,CHO,W,114,98,41,79,.519,11,28,.393,21,26,.808,8,40,24,9,3,14,18,39,93,.419,7,35,.200,13,15,.867,16,45,19,6,4,15,15
2023,CHI,52,2023-02-04,1,POR,W,129,121,48,80,.600,12,26,.462,21,25,.840,6,41,32,6,3,12,19,44,87,.506,14,43,.326,19,21,.905,7,33,22,3,3,9,19
2023,CHI,53,2023-02-06,1,SAS,W,128,104,50,89,.562,6,22,.273,22,25,.880,7,49,27,10,6,14,12,40,90,.444,8,26,.308,16,17,.941,6,38,25,7,3,18,23
2023,CHI,54,2023-02-07,0,MEM,L,89,104,32,87,.368,7,35,.200,18,27,.667,11,49,24,9,3,20,16,39,81,.481,11,33,.333,15,21,.714,5,39,22,10,7,14,21
2023,CHI,55,2023-02-09,0,BRK,L,105,116,42,91,.462,5,26,.192,16,21,.762,8,46,15,4,2,12,16,39,91,.429,17,44,.386,21,25,.840,11,49,26,8,1,11,20
2023,CHI,56,2023-02-11,0,CLE,L,89,97,36,74,.486,5,21,.238,12,15,.800,6,44,27,7,3,23,22,36,86,.419,9,35,.257,16,19,.842,10,39,26,9,4,13,15
2023,CHI,57,2023-02-13,1,ORL,L,91,100,35,86,.407,3,21,.143,18,19,.947,10,44,17,8,3,16,21,38,81,.469,8,27,.296,16,19,.842,7,42,24,8,6,18,19
2023,CHI,58,2023-02-15,0,IND,L,113,117,41,84,.488,15,35,.429,16,21,.762,6,38,23,10,6,14,21,39,82,.476,18,43,.419,21,22,.955,6,41,27,6,5,19,19
2023,CHI,59,2023-02-16,1,MIL,L,100,112,37,97,.381,10,32,.313,16,21,.762,15,51,19,4,2,6,17,40,88,.455,18,47,.383,14,18,.778,9,52,24,4,7,9,16
2023,CHI,60,2023-02-24,1,BRK,W,131,87,50,88,.568,12,26,.462,19,28,.679,12,57,25,6,4,11,15,30,81,.370,12,44,.273,15,19,.789,5,31,21,6,3,14,25
2023,CHI,61,2023-02-26,1,WAS,W,102,82,40,79,.506,8,30,.267,14,17,.824,8,39,21,7,3,11,19,32,76,.421,6,28,.214,12,23,.522,12,42,22,5,1,16,18
2023,CHI,62,2023-02-28,0,TOR,L,98,104,37,71,.521,10,25,.400,14,17,.824,6,35,28,6,7,20,18,38,94,.404,15,42,.357,13,19,.684,19,47,26,11,6,12,17
2023,CHI,63,2023-03-01,0,DET,W,117,115,41,85,.482,12,27,.444,23,31,.742,10,40,27,9,4,15,22,39,78,.500,14,35,.400,23,28,.821,7,40,23,8,2,17,23
2023,CHI,64,2023-03-03,1,PHO,L,104,125,39,83,.470,7,23,.304,19,25,.760,9,34,24,7,1,9,15,42,84,.500,20,47,.426,21,25,.840,13,41,29,6,7,11,20
2023,CHI,65,2023-03-05,1,IND,L,122,125,45,74,.608,10,22,.455,22,25,.880,4,33,18,6,3,15,20,48,94,.511,16,44,.364,13,16,.813,13,35,27,5,6,9,18
2023,CHI,66,2023-03-08,0,DEN,W,117,96,46,89,.517,8,24,.333,17,18,.944,9,50,26,9,2,9,16,37,88,.420,15,40,.375,7,15,.467,11,44,26,5,2,11,16
2023,CHI,67,2023-03-11,0,HOU,W,119,111,44,86,.512,15,32,.469,16,22,.727,13,44,25,7,9,14,17,41,85,.482,16,34,.471,13,17,.765,6,33,28,10,3,16,19
2023,CHI,68,2023-03-15,1,SAC,L,114,117,38,97,.392,16,42,.381,22,25,.880,13,48,28,13,4,15,24,38,78,.487,18,42,.429,23,29,.793,5,45,26,6,3,20,19
2023,CHI,69,2023-03-17,1,MIN,W,139,131,51,94,.543,11,24,.458,26,30,.867,6,47,23,9,6,12,21,46,100,.460,18,42,.429,21,31,.677,14,50,33,6,8,16,24
2023,CHI,70,2023-03-18,1,MIA,W,113,99,45,80,.563,17,34,.500,6,6,1.000,5,32,34,8,5,14,18,35,82,.427,10,37,.270,19,24,.792,14,39,23,4,2,14,10
2023,CHI,71,2023-03-20,0,PHI,W,109,105,39,94,.415,7,33,.212,24,29,.828,4,42,20,12,7,11,18,38,90,.422,10,36,.278,19,22,.864,9,54,28,8,8,21,25
2023,CHI,72,2023-03-22,1,PHI,L,91,116,34,83,.410,6,25,.240,17,22,.773,15,42,18,7,4,19,16,39,82,.476,16,37,.432,22,26,.846,11,44,30,9,4,18,22
2023,CHI,73,2023-03-24,0,POR,W,124,96,48,84,.571,17,28,.607,11,14,.786,11,47,33,6,8,17,19,37,86,.430,6,31,.194,16,18,.889,8,31,23,10,5,14,14
2023,CHI,74,2023-03-26,0,LAL,W,118,108,47,87,.540,14,31,.452,10,13,.769,8,42,32,8,2,9,23,38,75,.507,13,36,.361,19,28,.679,8,38,24,5,4,18,18
2023,CHI,75,2023-03-27,0,LAC,L,112,124,44,82,.537,9,23,.391,15,21,.714,8,34,26,9,3,15,11,48,81,.593,20,40,.500,8,16,.500,6,37,41,10,4,18,17
2023,CHI,76,2023-03-29,1,LAL,L,110,121,45,88,.511,9,33,.273,11,13,.846,6,32,31,10,4,14,22,45,86,.523,7,20,.350,24,30,.800,13,45,22,10,3,16,14
2023,CHI,77,2023-03-31,0,CHO,W,121,91,45,88,.511,13,31,.419,18,22,.818,9,42,25,12,4,7,13,35,77,.455,14,37,.378,7,10,.700,4,36,27,3,5,22,21
2023,CHI,78,2023-04-02,1,MEM,W,128,107,50,94,.532,9,31,.290,19,22,.864,4,36,29,9,6,3,13,39,84,.464,19,43,.442,10,12,.833,8,47,29,1,3,18,22
2023,CHI,79,2023-04-04,1,ATL,L,105,123,41,89,.461,7,31,.226,16,20,.800,6,32,16,8,6,8,18,48,86,.558,10,28,.357,17,19,.895,7,48,26,5,7,17,18
2023,CHI,80,2023-04-05,0,MIL,L,92,105,36,83,.434,11,33,.333,9,11,.818,5,38,28,10,3,15,11,39,92,.424,18,46,.391,9,11,.818,13,53,26,7,3,13,13
2023,CHI,81,2023-04-07,0,DAL,W,115,112,46,88,.523,11,31,.355,12,18,.667,8,50,24,6,4,12,15,42,93,.452,18,55,.327,10,13,.769,7,43,23,7,3,10,15
2023,CHI,82,2023-04-09,1,DET,W,103,81,40,95,.421,6,30,.200,17,22,.773,11,48,21,15,7,4,16,31,85,.365,9,33,.273,10,13,.769,15,59,20,1,3,25,16
2023,CLE,1,2022-10-19,0,TOR,L,105,108,38,77,.494,10,28,.357,19,23,.826,6,38,25,5,5,17,21,36,86,.419,13,30,.433,23,32,.719,12,41,19,15,4,13,23
2023,CLE,2,2022-10-22,0,CHI,W,128,96,48,85,.565,16,27,.593,16,18,.889,8,48,32,4,5,18,17,34,84,.405,7,29,.241,21,25,.840,10,35,19,12,7,10,19
2023,CLE,3,2022-10-23,1,WAS,W,117,107,41,96,.427,13,33,.394,22,25,.880,16,48,19,10,5,13,20,43,87,.494,12,28,.429,9,15,.600,4,35,25,9,4,20,24
2023,CLE,4,2022-10-26,1,ORL,W,103,92,36,87,.414,10,33,.303,21,30,.700,12,43,25,6,3,13,22,35,81,.432,6,24,.250,16,21,.762,10,43,19,6,6,17,29
2023,CLE,5,2022-10-28,0,BOS,W,132,123,45,87,.517,16,35,.457,26,34,.765,9,42,18,5,2,16,28,42,82,.512,13,33,.394,26,32,.813,5,34,28,9,2,19,27
2023,CLE,6,2022-10-30,1,NYK,W,121,108,41,89,.461,23,50,.460,16,19,.842,10,43,33,3,5,14,22,45,92,.489,10,27,.370,8,16,.500,12,45,26,9,2,14,25
2023,CLE,7,2022-11-02,1,BOS,W,114,113,42,100,.420,11,39,.282,19,24,.792,9,51,24,6,4,11,23,38,93,.409,11,41,.268,26,27,.963,8,52,26,5,9,14,24
2023,CLE,8,2022-11-04,0,DET,W,112,88,44,81,.543,11,26,.423,13,16,.813,10,47,30,5,13,19,15,31,83,.373,13,37,.351,13,15,.867,9,34,16,10,6,19,22
2023,CLE,9,2022-11-06,0,LAL,W,114,100,37,84,.440,8,32,.250,32,36,.889,9,48,19,7,6,14,20,40,87,.460,8,27,.296,12,21,.571,10,43,24,4,4,17,26
2023,CLE,10,2022-11-07,0,LAC,L,117,119,43,83,.518,16,33,.485,15,21,.714,10,48,29,6,2,17,21,40,79,.506,17,38,.447,22,28,.786,4,31,19,8,2,9,19
2023,CLE,11,2022-11-09,0,SAC,L,120,127,46,86,.535,11,26,.423,17,20,.850,12,42,24,4,1,18,23,40,76,.526,17,39,.436,30,35,.857,2,24,30,12,4,9,20
2023,CLE,12,2022-11-11,0,GSW,L,101,106,37,92,.402,8,30,.267,19,26,.731,14,46,25,6,3,13,17,40,82,.488,15,36,.417,11,14,.786,8,44,29,5,3,15,27
2023,CLE,13,2022-11-13,1,MIN,L,124,129,40,89,.449,17,34,.500,27,39,.692,16,40,22,6,1,10,22,46,82,.561,12,24,.500,25,34,.735,11,47,30,5,4,13,30
2023,CLE,14,2022-11-16,0,MIL,L,98,113,36,84,.429,12,28,.429,14,17,.824,6,34,22,7,7,8,18,41,86,.477,16,39,.410,15,27,.556,13,52,26,5,6,14,16
2023,CLE,15,2022-11-18,1,CHO,W,132,122,49,92,.533,8,28,.286,26,32,.813,7,50,25,8,8,20,25,44,110,.400,14,44,.318,20,24,.833,17,53,24,11,6,16,33
2023,CLE,16,2022-11-20,1,MIA,W,113,87,44,83,.530,13,37,.351,12,16,.750,13,49,31,7,1,20,23,31,80,.388,6,31,.194,19,22,.864,11,30,17,6,3,16,16
2023,CLE,17,2022-11-21,1,ATL,W,114,102,42,70,.600,10,19,.526,20,23,.870,3,37,24,8,3,20,17,38,87,.437,11,34,.324,15,17,.882,10,35,24,11,3,17,21
2023,CLE,18,2022-11-23,1,POR,W,114,96,41,74,.554,12,27,.444,20,23,.870,11,39,22,4,4,17,14,35,78,.449,13,31,.419,13,13,1.000,11,32,28,9,4,17,24
2023,CLE,19,2022-11-25,0,MIL,L,102,117,34,87,.391,12,33,.364,22,26,.846,10,41,12,9,2,9,17,42,83,.506,15,32,.469,18,25,.720,8,43,27,4,9,13,22
2023,CLE,20,2022-11-27,0,DET,W,102,94,33,77,.429,8,28,.286,28,33,.848,10,41,14,3,4,14,20,36,79,.456,8,28,.286,14,26,.538,7,36,14,9,6,16,26
2023,CLE,21,2022-11-28,0,TOR,L,88,100,34,90,.378,7,38,.184,13,16,.813,13,47,21,7,3,10,18,37,84,.440,12,28,.429,14,17,.824,7,45,23,4,5,12,17
2023,CLE,22,2022-11-30,1,PHI,W,113,85,45,74,.608,15,29,.517,8,10,.800,6,40,28,10,3,19,13,32,77,.416,6,26,.231,15,18,.833,7,30,19,7,1,16,11
2023,CLE,23,2022-12-02,1,ORL,W,107,96,41,84,.488,16,42,.381,9,9,1.000,5,33,22,7,5,13,14,40,81,.494,8,23,.348,8,12,.667,11,40,19,6,4,18,13
2023,CLE,24,2022-12-04,0,NYK,L,81,92,29,83,.349,8,35,.229,15,20,.750,8,39,17,7,6,19,15,35,86,.407,5,29,.172,17,21,.810,14,54,17,6,3,21,16
2023,CLE,25,2022-12-06,1,LAL,W,116,102,48,93,.516,7,27,.259,13,17,.765,9,44,25,11,3,8,20,38,89,.427,6,36,.167,20,24,.833,14,43,16,4,6,16,13
2023,CLE,26,2022-12-09,1,SAC,L,95,106,34,79,.430,10,30,.333,17,22,.773,8,36,20,7,4,20,23,35,66,.530,16,33,.485,20,32,.625,5,38,21,11,5,19,22
2023,CLE,27,2022-12-10,1,OKC,W,110,102,40,85,.471,12,32,.375,18,26,.692,12,48,25,6,4,13,14,38,83,.458,10,29,.345,16,20,.800,7,40,25,8,6,11,26
2023,CLE,28,2022-12-12,0,SAS,L,111,112,45,92,.489,5,23,.217,16,17,.941,15,44,21,7,7,15,13,46,97,.474,9,27,.333,11,16,.688,19,46,25,6,2,13,19
2023,CLE,29,2022-12-14,0,DAL,W,105,90,41,78,.526,8,24,.333,15,19,.789,5,43,26,5,2,9,20,29,74,.392,13,38,.342,19,26,.731,6,33,17,2,3,13,15
2023,CLE,30,2022-12-16,1,IND,W,118,112,38,76,.500,14,31,.452,28,32,.875,6,34,23,6,2,10,15,42,80,.525,11,36,.306,17,19,.895,5,33,34,6,4,10,22
2023,CLE,31,2022-12-17,1,DAL,W,100,99,40,94,.426,7,36,.194,13,22,.591,9,51,23,6,5,13,24,36,88,.409,15,49,.306,12,19,.632,5,45,19,5,6,12,20
2023,CLE,32,2022-12-19,1,UTA,W,122,99,43,70,.614,15,26,.577,21,26,.808,4,45,24,5,4,23,20,36,93,.387,10,34,.294,17,23,.739,15,35,19,9,2,14,22
2023,CLE,33,2022-12-21,1,MIL,W,114,106,41,85,.482,10,32,.313,22,28,.786,9,37,22,8,3,10,21,39,83,.470,13,30,.433,15,22,.682,13,46,20,7,5,21,23
2023,CLE,34,2022-12-23,1,TOR,L,107,118,39,76,.513,11,33,.333,18,30,.600,6,35,27,9,4,15,17,42,84,.500,19,37,.514,15,18,.833,11,45,25,10,2,19,20
2023,CLE,35,2022-12-26,1,BRK,L,117,125,39,82,.476,13,36,.361,26,30,.867,10,33,21,8,3,12,14,47,82,.573,18,30,.600,13,17,.765,7,38,27,7,4,17,25
2023,CLE,36,2022-12-29,0,IND,L,126,135,50,96,.521,12,28,.429,14,20,.700,17,44,29,7,4,11,17,48,85,.565,19,31,.613,20,21,.952,4,32,28,6,8,9,18
2023,CLE,37,2022-12-31,0,CHI,W,103,102,39,85,.459,13,38,.342,12,19,.632,15,50,20,9,5,21,18,39,81,.481,7,21,.333,17,24,.708,9,40,14,15,6,15,15
2023,CLE,38,2023-01-02,1,CHI,W,145,134,48,92,.522,16,46,.348,33,45,.733,13,47,27,1,3,10,27,47,95,.495,10,33,.303,30,34,.882,6,42,22,8,2,7,33
2023,CLE,39,2023-01-04,1,PHO,W,90,88,30,77,.390,11,36,.306,19,23,.826,7,46,15,9,4,15,17,32,81,.395,10,28,.357,14,18,.778,8,49,24,8,3,15,19
2023,CLE,40,2023-01-06,0,DEN,L,108,121,40,88,.455,10,26,.385,18,32,.563,18,40,30,7,5,7,18,43,81,.531,17,35,.486,18,23,.783,13,49,28,5,4,14,23
2023,CLE,41,2023-01-08,0,PHO,W,112,98,45,78,.577,11,29,.379,11,17,.647,3,39,29,8,5,14,12,37,84,.440,14,26,.538,10,11,.909,6,36,22,7,2,16,14
2023,CLE,42,2023-01-10,0,UTA,L,114,116,42,90,.467,10,37,.270,20,24,.833,7,37,18,7,7,5,25,38,87,.437,10,36,.278,30,37,.811,15,54,21,3,3,16,17
2023,CLE,43,2023-01-12,0,POR,W,119,113,44,89,.494,7,22,.318,24,31,.774,12,44,28,6,1,11,19,40,78,.513,11,33,.333,22,29,.759,5,36,17,6,4,17,27
2023,CLE,44,2023-01-14,0,MIN,L,102,110,37,76,.487,8,28,.286,20,23,.870,8,40,24,5,2,18,17,45,80,.563,9,28,.321,11,15,.733,4,31,22,10,5,15,21
2023,CLE,45,2023-01-16,1,NOP,W,113,103,39,80,.488,9,28,.321,26,33,.788,13,43,22,5,4,15,19,38,75,.507,10,27,.370,17,22,.773,3,28,26,9,1,17,23
2023,CLE,46,2023-01-18,0,MEM,L,114,115,42,82,.512,16,35,.457,14,21,.667,11,47,29,4,7,19,17,44,97,.454,11,34,.324,16,22,.727,15,42,22,10,7,8,19
2023,CLE,47,2023-01-20,1,GSW,L,114,120,42,84,.500,14,33,.424,16,19,.842,10,35,24,7,8,15,15,42,86,.488,23,43,.535,13,19,.684,14,45,25,9,4,18,19
2023,CLE,48,2023-01-21,1,MIL,W,114,102,48,86,.558,7,22,.318,11,17,.647,9,41,33,9,3,9,13,39,86,.453,14,39,.359,10,11,.909,7,36,24,3,6,16,17
2023,CLE,49,2023-01-24,0,NYK,L,103,105,40,87,.460,12,33,.364,11,16,.688,10,41,29,8,4,12,19,37,75,.493,17,33,.515,14,21,.667,9,42,25,4,3,17,18
2023,CLE,50,2023-01-26,0,HOU,W,113,95,40,87,.460,15,36,.417,18,22,.818,11,36,29,12,4,10,16,39,76,.513,5,21,.238,12,20,.600,10,46,24,5,6,22,20
2023,CLE,51,2023-01-27,0,OKC,L,100,112,39,88,.443,8,29,.276,14,18,.778,11,37,27,9,5,10,21,40,76,.526,10,18,.556,22,25,.880,10,46,19,5,2,15,17
2023,CLE,52,2023-01-29,1,LAC,W,122,99,44,78,.564,20,33,.606,14,19,.737,4,35,35,9,7,13,23,37,89,.416,2,19,.105,23,27,.852,15,45,17,6,0,15,19
2023,CLE,53,2023-01-31,1,MIA,L,97,100,40,83,.482,11,40,.275,6,12,.500,5,39,32,9,6,13,20,34,78,.436,14,31,.452,18,25,.720,9,45,21,7,3,15,17
2023,CLE,54,2023-02-02,1,MEM,W,128,113,49,91,.538,14,29,.483,16,22,.727,9,41,33,12,7,16,17,41,87,.471,10,23,.435,21,22,.955,11,44,22,8,5,18,23
2023,CLE,55,2023-02-05,0,IND,W,122,103,46,88,.523,15,37,.405,15,16,.938,8,46,33,7,5,13,20,40,92,.435,8,32,.250,15,22,.682,12,42,28,3,6,13,20
2023,CLE,56,2023-02-06,0,WAS,W,114,91,44,78,.564,12,29,.414,14,20,.700,7,43,26,9,6,17,15,35,82,.427,6,28,.214,15,19,.789,7,37,20,8,5,14,18
2023,CLE,57,2023-02-08,1,DET,W,113,85,43,87,.494,6,26,.231,21,25,.840,13,50,30,8,4,13,16,30,81,.370,8,32,.250,17,18,.944,9,32,19,8,6,14,21
2023,CLE,58,2023-02-10,0,NOP,W,118,107,48,85,.565,10,28,.357,12,15,.800,12,41,28,9,5,14,22,39,82,.476,9,24,.375,20,25,.800,11,34,25,8,3,14,18
2023,CLE,59,2023-02-11,1,CHI,W,97,89,36,86,.419,9,35,.257,16,19,.842,10,39,26,9,4,13,15,36,74,.486,5,21,.238,12,15,.800,6,44,27,7,3,23,22
2023,CLE,60,2023-02-13,1,SAS,W,117,109,44,78,.564,9,28,.321,20,25,.800,11,36,21,8,6,14,16,43,85,.506,8,21,.381,15,20,.750,11,35,27,10,1,18,21
2023,CLE,61,2023-02-15,0,PHI,L,112,118,41,82,.500,10,30,.333,20,25,.800,10,35,23,7,5,8,17,39,78,.500,13,27,.481,27,29,.931,8,38,24,7,4,12,22
2023,CLE,62,2023-02-23,1,DEN,L,109,115,43,90,.478,6,26,.231,17,20,.850,13,41,24,10,2,11,21,39,84,.464,17,36,.472,20,23,.870,18,47,30,7,4,16,20
2023,CLE,63,2023-02-24,0,ATL,L,119,136,40,88,.455,13,35,.371,26,29,.897,10,35,20,9,6,11,23,50,85,.588,15,28,.536,21,23,.913,5,42,28,7,8,14,21
2023,CLE,64,2023-02-26,1,TOR,W,118,93,44,84,.524,18,36,.500,12,14,.857,8,45,31,7,5,14,17,36,93,.387,9,25,.360,12,15,.800,13,43,19,4,4,14,16
2023,CLE,65,2023-03-01,0,BOS,L,113,117,45,92,.489,10,32,.313,13,21,.619,10,38,21,8,3,7,18,39,78,.500,16,32,.500,23,28,.821,7,43,27,5,4,13,18
2023,CLE,66,2023-03-04,1,DET,W,114,90,45,91,.495,14,34,.412,10,18,.556,8,39,29,14,8,12,18,33,81,.407,6,24,.250,18,25,.720,12,49,19,5,7,24,15
2023,CLE,67,2023-03-06,1,BOS,W,118,114,43,96,.448,12,34,.353,20,25,.800,16,58,27,4,7,15,20,42,101,.416,16,48,.333,14,21,.667,15,52,25,5,5,14,21
2023,CLE,68,2023-03-08,0,MIA,W,104,100,39,80,.488,9,28,.321,17,19,.895,7,32,26,13,3,17,23,35,70,.500,8,29,.276,22,29,.759,10,37,22,7,4,24,19
2023,CLE,69,2023-03-10,0,MIA,L,115,119,40,86,.465,18,43,.419,17,21,.810,8,34,25,5,6,11,20,42,82,.512,14,29,.483,21,23,.913,11,46,22,7,4,16,20
2023,CLE,70,2023-03-12,0,CHO,W,114,108,41,87,.471,7,27,.259,25,34,.735,11,40,18,8,3,10,22,41,80,.513,10,21,.476,16,22,.727,7,43,25,8,5,19,26
2023,CLE,71,2023-03-14,0,CHO,W,120,104,45,88,.511,14,30,.467,16,19,.842,8,30,29,8,6,9,19,43,76,.566,6,23,.261,12,15,.800,6,40,28,3,8,22,18
2023,CLE,72,2023-03-15,1,PHI,L,109,118,40,85,.471,14,41,.341,15,22,.682,12,33,20,6,2,12,18,39,75,.520,17,36,.472,23,27,.852,13,46,24,8,6,20,21
2023,CLE,73,2023-03-17,1,WAS,W,117,94,48,87,.552,4,19,.211,17,22,.773,9,41,31,9,7,11,19,35,76,.461,8,23,.348,16,20,.800,6,38,22,5,6,17,19
2023,CLE,74,2023-03-21,0,BRK,W,115,109,42,83,.506,14,29,.483,17,21,.810,8,34,23,6,3,14,20,41,92,.446,9,33,.273,18,23,.783,19,49,25,6,5,17,19
2023,CLE,75,2023-03-23,0,BRK,W,116,114,42,89,.472,12,32,.375,20,26,.769,13,40,24,7,7,10,21,39,81,.481,12,34,.353,24,27,.889,9,42,24,7,7,16,21
