Season,Team,G,Date,Home,Opp,W/L,Tm_Pts,Opp_Pts,Tm_FG,Tm_FGA,Tm_FG%,Tm_3P,Tm_3PA,Tm_3P%,Tm_FT,Tm_FTA,Tm_FT%,Tm_ORB,Tm_TRB,Tm_AST,Tm_STL,Tm_BLK,Tm_TOV,Tm_PF,Opp_FG,Opp_FGA,Opp_FG%,Opp_3P,Opp_3PA,Opp_3P%,Opp_FT,Opp_FTA,Opp_FT%,Opp_ORB,Opp_TRB,Opp_AST,Opp_STL,Opp_BLK,Opp_TOV,Opp_PF
2024,CHI,13,2023-11-17,1,ORL,L,97,103,35,79,.443,10,29,.345,17,22,.773,5,34,19,10,3,16,21,38,79,.481,11,34,.324,16,23,.696,10,46,24,7,7,19,22
2024,CHI,14,2023-11-18,1,MIA,W,102,97,36,81,.444,16,45,.356,14,19,.737,10,44,24,9,6,13,22,33,77,.429,12,36,.333,19,23,.826,5,34,23,9,0,15,18
2024,CHI,15,2023-11-20,1,MIA,L,100,118,37,81,.457,11,37,.297,15,16,.938,7,36,21,2,7,11,16,42,84,.500,17,35,.486,17,20,.850,9,43,31,7,1,10,19
2024,CHI,16,2023-11-22,0,OKC,L,102,116,34,88,.386,17,44,.386,17,17,1.000,11,38,22,7,2,12,26,37,75,.493,11,29,.379,31,38,.816,11,45,24,4,12,14,17
2024,CHI,17,2023-11-24,0,TOR,L,108,121,42,82,.512,12,27,.444,12,19,.632,9,37,20,5,2,13,20,44,83,.530,13,39,.333,20,27,.741,13,40,32,8,6,14,14
2024,CHI,18,2023-11-26,0,BRK,L,109,118,40,83,.482,12,32,.375,17,22,.773,10,40,21,3,2,11,18,41,83,.494,25,53,.472,11,15,.733,8,39,29,7,2,11,19
2024,CHI,19,2023-11-28,0,BOS,L,97,124,39,90,.433,9,28,.321,10,18,.556,9,37,25,11,7,8,13,47,90,.522,21,49,.429,9,12,.750,11,52,36,6,9,16,18
2024,CHI,20,2023-11-30,1,MIL,W,120,113,45,98,.459,13,37,.351,17,22,.773,14,51,32,14,4,21,18,44,98,.449,16,48,.333,9,13,.692,9,43,28,12,6,21,21
2024,CHI,21,2023-12-02,1,NOP,W,124,118,48,88,.545,17,40,.425,11,15,.733,12,41,32,6,8,13,21,41,82,.500,8,25,.320,28,35,.800,13,39,20,10,1,12,17
2024,CHI,22,2023-12-06,1,CHO,W,111,100,38,90,.422,12,25,.480,23,29,.793,21,57,23,6,6,16,16,39,90,.433,10,37,.270,12,12,1.000,12,42,25,9,9,17,24
2024,CHI,23,2023-12-08,0,SAS,W,121,112,47,102,.461,13,28,.464,14,24,.583,24,56,27,9,2,8,19,39,83,.470,17,42,.405,17,20,.850,10,44,35,4,9,13,20
2024,CHI,24,2023-12-11,0,MIL,L,129,133,47,114,.412,15,34,.441,20,25,.800,18,51,25,3,4,6,27,44,86,.512,15,37,.405,30,37,.811,6,48,34,5,4,11,21
2024,CHI,25,2023-12-12,1,DEN,L,106,114,36,86,.419,13,40,.325,21,23,.913,11,41,26,6,9,14,22,39,83,.470,14,30,.467,22,32,.688,15,46,28,4,4,11,20
2024,CHI,26,2023-12-14,0,MIA,W,124,116,45,93,.484,14,36,.389,20,30,.667,11,43,32,8,2,5,23,37,80,.463,15,34,.441,27,35,.771,8,42,26,2,1,11,20
2024,CHI,27,2023-12-16,0,MIA,L,116,118,37,77,.481,16,38,.421,26,29,.897,11,40,25,8,4,15,19,43,83,.518,13,35,.371,19,25,.760,8,31,26,7,2,10,19
2024,CHI,28,2023-12-18,0,PHI,W,108,104,42,89,.472,12,29,.414,12,15,.800,11,45,24,7,9,10,15,38,88,.432,11,32,.344,17,19,.895,9,44,23,8,8,12,17
2024,CHI,29,2023-12-20,1,LAL,W,124,108,48,88,.545,18,34,.529,10,11,.909,7,48,25,7,6,16,15,42,94,.447,12,37,.324,12,15,.800,8,40,27,7,7,14,11
2024,CHI,30,2023-12-21,1,SAS,W,114,95,49,90,.544,7,28,.250,9,11,.818,5,36,24,11,5,12,18,37,81,.457,10,30,.333,11,16,.688,9,41,24,6,7,19,11
2024,CHI,31,2023-12-23,1,CLE,L,95,109,35,80,.438,8,35,.229,17,19,.895,5,37,23,6,5,12,22,39,88,.443,12,45,.267,19,26,.731,15,48,28,7,4,13,16
2024,CHI,32,2023-12-26,1,ATL,W,118,113,42,92,.457,7,25,.280,27,31,.871,18,48,23,10,2,10,17,41,89,.461,13,45,.289,18,21,.857,12,40,24,6,3,16,21
2024,CHI,33,2023-12-28,1,IND,L,104,120,40,97,.412,7,27,.259,17,22,.773,13,47,19,7,4,8,20,43,85,.506,19,42,.452,15,22,.682,6,47,30,6,9,14,21
2024,CHI,34,2023-12-30,1,PHI,W,105,92,40,79,.506,7,25,.280,18,30,.600,12,53,21,5,5,17,15,36,92,.391,9,38,.237,11,15,.733,12,36,24,12,5,8,22
2024,CHI,35,2024-01-02,0,PHI,L,97,110,37,96,.385,7,37,.189,16,23,.696,19,51,17,9,7,18,21,38,80,.475,12,30,.400,22,30,.733,6,43,28,9,6,19,22
2024,CHI,36,2024-01-03,0,NYK,L,100,116,37,89,.416,13,32,.406,13,16,.813,11,39,24,9,7,11,17,46,89,.517,15,38,.395,9,11,.818,13,52,29,6,7,16,17
2024,CHI,37,2024-01-05,1,CHO,W,104,91,40,74,.541,10,28,.357,14,17,.824,4,41,29,7,6,15,17,36,89,.404,10,34,.294,9,12,.750,12,42,20,7,1,13,20
2024,CHI,38,2024-01-08,0,CHO,W,119,112,45,92,.489,9,26,.346,20,24,.833,12,51,27,7,7,14,18,40,94,.426,17,42,.405,15,17,.882,14,44,26,3,7,15,22
2024,CHI,39,2024-01-10,1,HOU,W,124,119,42,95,.442,19,47,.404,21,25,.840,8,46,31,9,4,14,19,48,101,.475,11,45,.244,12,20,.600,9,50,29,9,4,14,18
2024,CHI,40,2024-01-12,1,GSW,L,131,140,50,86,.581,18,40,.450,13,16,.813,6,36,31,1,3,12,21,49,94,.521,20,47,.426,22,30,.733,13,44,39,7,4,5,16
2024,CHI,41,2024-01-13,0,SAS,W,122,116,46,90,.511,15,34,.441,15,20,.750,7,47,31,5,8,9,18,39,95,.411,18,46,.391,20,23,.870,12,47,26,7,4,9,19
2024,CHI,42,2024-01-15,0,CLE,L,91,109,35,83,.422,9,32,.281,12,16,.750,6,43,21,8,6,19,17,39,95,.411,20,57,.351,11,11,1.000,13,48,28,9,3,14,14
2024,CHI,43,2024-01-18,0,TOR,W,116,110,48,91,.527,6,24,.250,14,17,.824,9,42,30,7,5,12,22,42,83,.506,10,38,.263,16,20,.800,7,38,31,7,5,14,18
2024,CHI,44,2024-01-20,1,MEM,W,125,96,47,91,.516,14,33,.424,17,21,.810,13,52,32,11,5,12,18,32,75,.427,13,42,.310,19,23,.826,3,32,28,6,4,16,13
2024,CHI,45,2024-01-22,0,PHO,L,113,115,45,93,.484,14,37,.378,9,14,.643,14,47,25,6,4,10,18,44,85,.518,14,34,.412,13,17,.765,5,39,32,5,5,7,13
2024,CHI,46,2024-01-25,0,LAL,L,132,141,47,88,.534,12,37,.324,26,29,.897,12,39,27,7,6,17,18,53,87,.609,20,31,.645,15,20,.750,5,30,35,10,4,14,21
2024,CHI,47,2024-01-28,0,POR,W,104,96,42,90,.467,8,32,.250,12,17,.706,5,40,27,7,10,5,19,32,79,.405,6,33,.182,26,29,.897,7,48,22,2,5,14,21
2024,CHI,48,2024-01-30,1,TOR,L,107,118,38,75,.507,11,32,.344,20,27,.741,6,33,21,9,9,20,16,43,83,.518,14,29,.483,18,20,.900,9,38,34,10,4,20,20
2024,CHI,49,2024-01-31,0,CHO,W,117,110,45,87,.517,11,29,.379,16,22,.727,11,44,28,4,7,10,13,40,90,.444,16,46,.348,14,17,.824,9,40,25,4,6,10,18
2024,CHI,50,2024-02-03,1,SAC,L,115,123,42,91,.462,11,34,.324,20,22,.909,11,47,24,13,3,16,20,42,84,.500,15,39,.385,24,29,.828,4,40,33,12,1,17,18
2024,CHI,51,2024-02-06,1,MIN,W,129,123,45,93,.484,12,30,.400,27,32,.844,13,48,24,9,16,14,22,42,92,.457,20,45,.444,19,26,.731,10,42,28,6,5,14,25
2024,CHI,52,2024-02-08,0,MEM,W,118,110,43,79,.544,12,26,.462,20,22,.909,8,46,24,3,4,15,16,42,91,.462,18,46,.391,8,13,.615,9,34,26,8,4,10,24
2024,CHI,53,2024-02-10,0,ORL,L,108,114,43,99,.434,12,37,.324,10,14,.714,18,43,21,10,6,8,24,41,88,.466,13,39,.333,19,26,.731,13,48,23,4,6,17,18
2024,CHI,54,2024-02-12,0,ATL,W,136,126,51,92,.554,13,28,.464,21,29,.724,7,43,29,6,2,6,22,44,94,.468,14,43,.326,24,29,.828,15,49,33,4,3,12,20
2024,CHI,55,2024-02-14,0,CLE,L,105,108,38,83,.458,14,33,.424,15,17,.882,9,44,18,5,3,15,21,40,83,.482,12,37,.324,16,21,.762,6,36,31,6,2,8,18
2024,CHI,56,2024-02-22,1,BOS,L,112,129,44,94,.468,10,28,.357,14,16,.875,13,45,30,6,2,13,17,45,83,.542,23,47,.489,16,21,.762,5,36,27,10,11,14,16
2024,CHI,57,2024-02-25,0,NOP,W,114,106,41,95,.432,13,40,.325,19,21,.905,12,49,29,12,0,11,15,40,88,.455,16,41,.390,10,14,.714,12,49,25,5,7,19,17
2024,CHI,58,2024-02-27,1,DET,L,95,105,39,98,.398,2,29,.069,15,18,.833,15,39,22,11,3,6,18,37,75,.493,14,37,.378,17,23,.739,8,47,22,3,8,20,19
2024,CHI,59,2024-02-28,1,CLE,W,132,123,44,110,.400,13,37,.351,31,38,.816,25,74,29,6,8,19,18,45,104,.433,22,54,.407,11,19,.579,5,39,37,7,11,12,25
2024,CHI,60,2024-03-01,1,MIL,L,97,113,36,86,.419,11,27,.407,14,16,.875,7,44,25,4,2,12,21,37,86,.430,15,46,.326,24,32,.750,11,49,22,7,4,7,18
2024,CHI,61,2024-03-04,0,SAC,W,113,109,42,84,.500,11,32,.344,18,22,.818,7,32,28,9,2,10,17,41,92,.446,11,37,.297,16,18,.889,20,51,29,6,6,18,22
2024,CHI,62,2024-03-06,0,UTA,W,119,117,45,90,.500,17,39,.436,12,15,.800,7,39,29,7,4,9,13,44,96,.458,15,47,.319,14,16,.875,14,45,28,4,7,10,14
2024,CHI,63,2024-03-07,0,GSW,W,125,122,46,87,.529,16,36,.444,17,23,.739,7,40,29,6,5,14,22,44,97,.454,11,42,.262,23,28,.821,13,48,31,8,2,11,22
2024,CHI,64,2024-03-09,0,LAC,L,102,112,37,86,.430,13,35,.371,15,19,.789,12,38,27,7,3,12,19,42,84,.500,12,35,.343,16,18,.889,9,45,29,7,6,16,20
2024,CHI,65,2024-03-11,1,DAL,L,92,127,35,89,.393,7,34,.206,15,22,.682,14,43,19,6,2,13,12,51,93,.548,13,41,.317,12,15,.800,10,49,33,10,6,6,17
2024,CHI,66,2024-03-13,0,IND,W,132,129,48,92,.522,10,28,.357,26,32,.813,7,48,22,6,5,12,21,46,99,.465,14,45,.311,23,28,.821,9,47,30,4,6,9,25
2024,CHI,67,2024-03-14,1,LAC,L,111,126,41,86,.477,16,35,.457,13,16,.813,11,36,28,4,2,13,14,48,80,.600,20,40,.500,10,14,.714,6,35,32,9,2,10,16
2024,CHI,68,2024-03-16,1,WAS,W,127,98,49,85,.576,8,24,.333,21,29,.724,12,51,33,9,4,15,16,36,84,.429,13,32,.406,13,22,.591,9,32,27,12,7,16,21
2024,CHI,69,2024-03-18,1,POR,W,110,107,41,93,.441,11,33,.333,17,21,.810,13,40,26,9,5,9,21,40,88,.455,8,28,.286,19,25,.760,13,43,21,7,5,13,24
2024,CHI,70,2024-03-21,0,HOU,L,117,127,42,93,.452,12,31,.387,21,25,.840,12,43,23,8,3,11,17,47,93,.505,17,45,.378,16,20,.800,13,49,27,7,6,16,21
2024,CHI,71,2024-03-23,1,BOS,L,113,124,47,82,.573,9,24,.375,10,11,.909,3,29,36,7,3,7,18,44,86,.512,21,48,.438,15,17,.882,12,41,28,5,3,12,9
2024,CHI,72,2024-03-25,1,WAS,L,105,107,36,87,.414,10,35,.286,23,28,.821,9,46,27,9,8,12,14,39,97,.402,14,49,.286,15,18,.833,14,52,32,8,5,14,21
2024,CHI,73,2024-03-27,1,IND,W,125,99,49,98,.500,12,27,.444,15,18,.833,13,54,28,7,5,8,19,34,85,.400,13,42,.310,18,23,.783,12,40,25,3,4,13,23
2024,CHI,74,2024-03-29,0,BRK,L,108,125,38,75,.507,9,30,.300,23,29,.793,5,44,24,3,6,13,18,43,91,.473,25,44,.568,14,22,.636,12,43,26,9,3,7,22
2024,CHI,75,2024-03-31,0,MIN,W,109,101,42,80,.525,17,29,.586,8,12,.667,8,43,30,11,3,16,18,38,81,.469,11,37,.297,14,21,.667,8,37,28,12,5,14,10
2024,CHI,76,2024-04-01,1,ATL,L,101,113,37,94,.394,7,28,.250,20,24,.833,16,51,17,8,2,8,17,41,82,.500,19,40,.475,12,18,.667,8,45,29,4,5,15,21
2024,CHI,77,2024-04-05,1,NYK,W,108,100,44,93,.473,7,23,.304,13,16,.813,19,57,27,11,5,17,19,36,83,.434,10,29,.345,18,24,.750,9,38,22,9,2,18,15
2024,CHI,78,2024-04-07,0,ORL,L,98,113,38,75,.507,6,20,.300,16,22,.727,8,37,20,7,5,21,17,42,90,.467,11,34,.324,18,19,.947,10,40,24,12,4,10,17
2024,CHI,79,2024-04-09,1,NYK,L,117,128,47,88,.534,10,28,.357,13,19,.684,12,39,20,4,5,9,18,46,83,.554,17,36,.472,19,20,.950,6,31,31,6,4,11,15
2024,CHI,80,2024-04-11,0,DET,W,127,105,51,96,.531,14,36,.389,11,15,.733,11,42,28,14,5,9,15,38,77,.494,14,35,.400,15,23,.652,7,38,27,4,2,20,12
2024,CHI,81,2024-04-12,0,WAS,W,129,127,48,98,.490,14,35,.400,19,28,.679,17,56,28,9,6,13,25,45,86,.523,18,43,.419,19,29,.655,4,39,32,6,5,12,22
2024,CHI,82,2024-04-14,0,NYK,L,119,120,49,101,.485,8,31,.258,13,16,.813,15,44,25,15,3,12,21,46,91,.505,12,32,.375,16,21,.762,16,53,27,7,6,21,17
2024,CLE,1,2023-10-25,0,BRK,W,114,113,44,94,.468,17,43,.395,9,10,.900,9,38,25,10,6,10,23,42,84,.500,9,27,.333,20,26,.769,13,50,30,6,6,18,16
2024,CLE,2,2023-10-27,1,OKC,L,105,108,38,92,.413,12,45,.267,17,23,.739,8,48,20,10,8,14,16,40,87,.460,13,26,.500,15,19,.789,6,47,22,8,10,18,17
2024,CLE,3,2023-10-28,1,IND,L,113,125,43,99,.434,12,31,.387,15,24,.625,18,51,29,2,6,7,16,48,98,.490,15,38,.395,14,17,.824,11,48,36,3,4,8,20
2024,CLE,4,2023-10-31,1,NYK,L,91,109,36,92,.391,10,38,.263,9,12,.750,14,46,19,6,6,15,19,38,86,.442,13,34,.382,20,25,.800,12,48,18,9,1,14,17
2024,CLE,5,2023-11-01,0,NYK,W,95,89,32,74,.432,12,32,.375,19,20,.950,6,46,22,7,5,18,27,32,92,.348,5,30,.167,20,30,.667,16,50,18,10,3,14,16
2024,CLE,6,2023-11-03,0,IND,L,116,121,44,84,.524,8,28,.286,20,25,.800,5,35,27,10,9,13,20,45,86,.523,15,31,.484,16,24,.667,7,40,28,7,5,19,18
2024,CLE,7,2023-11-05,1,GSW,W,115,104,41,83,.494,11,37,.297,22,28,.786,13,54,26,8,2,18,21,34,94,.362,16,41,.390,20,30,.667,17,44,26,10,4,13,18
2024,CLE,8,2023-11-08,0,OKC,L,120,128,42,83,.506,9,29,.310,27,37,.730,11,41,26,9,5,20,24,44,86,.512,12,28,.429,28,30,.933,12,41,23,10,8,14,27
2024,CLE,9,2023-11-11,0,GSW,W,118,110,37,86,.430,11,30,.367,33,43,.767,11,45,23,13,3,11,24,37,90,.411,13,38,.342,23,30,.767,15,55,26,5,3,20,29
2024,CLE,10,2023-11-13,0,SAC,L,120,132,45,91,.495,16,35,.457,14,17,.824,14,39,24,3,1,11,18,49,83,.590,20,42,.476,14,22,.636,8,37,32,3,4,10,19
2024,CLE,11,2023-11-15,0,POR,W,109,95,42,75,.560,9,30,.300,16,21,.762,7,47,23,5,9,18,16,34,91,.374,13,38,.342,14,16,.875,8,30,24,9,3,14,21
2024,CLE,12,2023-11-17,1,DET,W,108,100,42,82,.512,9,21,.429,15,21,.714,7,39,21,9,6,12,9,39,91,.429,9,35,.257,13,15,.867,18,51,20,8,6,17,19
2024,CLE,13,2023-11-19,1,DEN,W,121,109,45,82,.549,11,27,.407,20,26,.769,11,47,30,6,5,14,18,39,82,.476,14,29,.483,17,23,.739,9,33,23,7,5,13,21
2024,CLE,14,2023-11-21,0,PHI,W,122,119,46,94,.489,9,25,.360,21,25,.840,14,56,33,9,4,16,21,40,96,.417,11,35,.314,28,34,.824,14,44,19,12,8,14,25
2024,CLE,15,2023-11-22,1,MIA,L,96,129,36,77,.468,14,30,.467,10,14,.714,7,34,25,5,6,19,17,46,88,.523,20,35,.571,17,21,.810,10,41,30,11,7,12,19
2024,CLE,16,2023-11-25,1,LAL,L,115,121,43,91,.473,9,28,.321,20,23,.870,7,37,30,13,4,14,16,47,90,.522,9,27,.333,18,21,.857,9,44,34,9,8,18,15
2024,CLE,17,2023-11-26,1,TOR,W,105,102,45,97,.464,10,31,.323,5,6,.833,12,49,29,2,5,14,18,37,89,.416,8,32,.250,20,29,.690,17,50,17,9,3,12,11
2024,CLE,18,2023-11-28,1,ATL,W,128,105,50,93,.538,13,36,.361,15,17,.882,12,55,27,8,12,17,20,35,101,.347,13,44,.295,22,24,.917,14,44,21,9,3,11,16
2024,CLE,19,2023-11-30,1,POR,L,95,103,38,89,.427,7,32,.219,12,12,1.000,14,35,25,12,2,19,15,39,77,.506,14,35,.400,11,11,1.000,9,40,29,10,4,23,17
2024,CLE,20,2023-12-02,0,DET,W,110,101,44,89,.494,10,30,.333,12,18,.667,8,43,25,11,1,11,18,39,83,.470,8,30,.267,15,23,.652,10,49,24,9,3,16,20
2024,CLE,21,2023-12-06,1,ORL,W,121,111,46,86,.535,14,34,.412,15,20,.750,10,45,29,5,2,17,27,41,84,.488,2,23,.087,27,37,.730,7,36,22,10,6,11,21
2024,CLE,22,2023-12-08,0,MIA,W,111,99,40,87,.460,14,38,.368,17,26,.654,12,51,21,13,2,13,17,37,86,.430,15,42,.357,10,15,.667,7,37,23,5,5,18,23
2024,CLE,23,2023-12-11,0,ORL,L,94,104,30,85,.353,9,40,.225,25,33,.758,18,48,15,10,3,14,23,39,84,.464,7,26,.269,19,25,.760,12,43,22,7,8,14,22
2024,CLE,24,2023-12-12,0,BOS,L,113,120,44,92,.478,19,45,.422,6,9,.667,6,35,27,6,4,13,18,38,84,.452,18,44,.409,26,26,1.000,12,45,23,9,9,15,13
2024,CLE,25,2023-12-14,0,BOS,L,107,116,40,83,.482,11,33,.333,16,17,.941,9,39,21,7,1,16,18,43,85,.506,13,36,.361,17,20,.850,13,44,22,7,8,13,15
2024,CLE,26,2023-12-16,1,ATL,W,127,119,49,101,.485,16,42,.381,13,15,.867,18,49,32,8,3,11,22,41,85,.482,15,36,.417,22,25,.880,6,34,21,5,4,11,21
2024,CLE,27,2023-12-18,1,HOU,W,135,130,47,97,.485,19,48,.396,22,34,.647,14,38,29,7,8,12,25,47,102,.461,12,33,.364,24,27,.889,15,47,34,9,5,14,32
2024,CLE,28,2023-12-20,1,UTA,W,124,116,45,96,.469,23,51,.451,11,16,.688,14,44,34,8,3,12,23,40,78,.513,13,30,.433,23,28,.821,6,38,24,5,6,16,22
2024,CLE,29,2023-12-21,1,NOP,L,104,123,41,87,.471,17,44,.386,5,8,.625,6,35,34,4,3,12,13,47,86,.547,15,35,.429,14,16,.875,7,40,32,7,4,9,15
2024,CLE,30,2023-12-23,0,CHI,W,109,95,39,88,.443,12,45,.267,19,26,.731,15,48,28,7,4,13,16,35,80,.438,8,35,.229,17,19,.895,5,37,23,6,5,12,22
2024,CLE,31,2023-12-27,0,DAL,W,113,110,40,92,.435,17,43,.395,16,23,.696,18,57,33,7,4,16,21,39,88,.443,10,37,.270,22,26,.846,7,37,21,12,7,10,21
2024,CLE,32,2023-12-29,1,MIL,L,111,119,49,103,.476,6,43,.140,7,9,.778,7,37,28,11,7,8,20,41,80,.513,12,29,.414,25,28,.893,7,43,26,5,6,17,15
2024,CLE,33,2024-01-01,0,TOR,L,121,124,43,89,.483,12,36,.333,23,26,.885,6,43,25,9,2,9,29,42,87,.483,11,30,.367,29,40,.725,10,47,25,5,4,11,22
2024,CLE,34,2024-01-03,1,WAS,W,140,101,54,101,.535,20,42,.476,12,16,.750,18,62,37,5,8,11,13,42,101,.416,12,35,.343,5,11,.455,12,36,22,8,5,8,14
2024,CLE,35,2024-01-05,1,WAS,W,114,90,41,77,.532,16,33,.485,16,23,.696,12,52,31,9,1,24,19,35,84,.417,9,30,.300,11,15,.733,7,31,19,12,8,17,19
2024,CLE,36,2024-01-07,1,SAS,W,117,115,43,88,.489,16,43,.372,15,21,.714,12,44,27,6,3,16,16,41,86,.477,14,37,.378,19,22,.864,8,40,22,10,6,11,18
2024,CLE,37,2024-01-11,1,BRK,W,111,102,32,82,.390,13,44,.295,34,43,.791,12,47,16,11,6,11,24,37,82,.451,8,27,.296,20,28,.714,9,41,18,5,4,17,29
2024,CLE,38,2024-01-15,1,CHI,W,109,91,39,95,.411,20,57,.351,11,11,1.000,13,48,28,9,3,14,14,35,83,.422,9,32,.281,12,16,.750,6,43,21,8,6,19,17
2024,CLE,39,2024-01-17,1,MIL,W,135,95,55,93,.591,12,28,.429,13,19,.684,11,55,36,5,3,11,9,38,95,.400,12,42,.286,7,10,.700,9,36,19,6,6,10,18
2024,CLE,40,2024-01-20,0,ATL,W,116,95,43,85,.506,16,43,.372,14,16,.875,4,49,32,7,6,14,16,37,93,.398,11,38,.289,10,15,.667,11,45,25,5,4,11,15
2024,CLE,41,2024-01-22,0,ORL,W,126,99,45,80,.563,20,38,.526,16,22,.727,9,39,29,10,4,12,20,34,74,.459,11,29,.379,20,30,.667,8,34,25,7,0,15,17
2024,CLE,42,2024-01-24,0,MIL,L,116,126,46,91,.505,13,38,.342,11,15,.733,6,39,26,5,2,13,18,45,90,.500,11,29,.379,25,28,.893,10,46,24,9,3,12,16
2024,CLE,43,2024-01-26,0,MIL,W,112,100,38,92,.413,14,36,.389,22,31,.710,15,51,20,7,8,13,22,35,87,.402,13,34,.382,17,24,.708,12,51,21,6,4,18,24
2024,CLE,44,2024-01-29,1,LAC,W,118,108,42,86,.488,13,40,.325,21,26,.808,11,46,28,6,3,13,18,38,80,.475,11,34,.324,21,28,.750,6,37,28,8,3,13,21
2024,CLE,45,2024-01-31,1,DET,W,128,121,47,89,.528,12,35,.343,22,23,.957,10,33,26,13,5,9,15,45,81,.556,16,31,.516,15,19,.789,7,35,27,8,3,19,17
2024,CLE,46,2024-02-01,0,MEM,W,108,101,41,86,.477,14,35,.400,12,18,.667,10,48,26,6,8,14,16,37,90,.411,12,38,.316,15,17,.882,7,43,25,9,12,13,19
2024,CLE,47,2024-02-03,0,SAS,W,117,101,46,97,.474,13,44,.295,12,13,.923,10,51,31,6,4,10,19,36,98,.367,12,40,.300,17,21,.810,14,54,23,6,6,12,13
2024,CLE,48,2024-02-05,1,SAC,W,136,110,51,88,.580,23,41,.561,11,17,.647,5,45,36,10,5,9,15,43,93,.462,17,44,.386,7,12,.583,10,40,28,5,1,12,18
2024,CLE,49,2024-02-07,0,WAS,W,114,106,43,88,.489,12,35,.343,16,22,.727,7,46,25,4,5,14,11,42,94,.447,16,40,.400,6,9,.667,12,47,27,10,5,15,23
2024,CLE,50,2024-02-08,0,BRK,W,118,95,43,80,.538,15,37,.405,17,17,1.000,7,48,26,8,13,17,18,37,93,.398,10,25,.400,11,14,.786,12,34,22,9,3,12,17
2024,CLE,51,2024-02-10,0,TOR,W,119,95,48,92,.522,14,41,.341,9,13,.692,14,47,36,5,4,11,18,35,87,.402,9,31,.290,16,23,.696,12,40,22,7,3,11,14
2024,CLE,52,2024-02-12,1,PHI,L,121,123,44,92,.478,13,37,.351,20,25,.800,15,43,33,6,8,11,17,48,88,.545,11,26,.423,16,19,.842,11,42,25,5,4,11,22
2024,CLE,53,2024-02-14,1,CHI,W,108,105,40,83,.482,12,37,.324,16,21,.762,6,36,31,6,2,8,18,38,83,.458,14,33,.424,15,17,.882,9,44,18,5,3,15,21
2024,CLE,54,2024-02-22,1,ORL,L,109,116,39,70,.557,10,22,.455,21,26,.808,7,33,31,8,5,19,18,43,84,.512,14,25,.560,16,18,.889,10,33,26,8,3,13,23
2024,CLE,55,2024-02-23,0,PHI,L,97,104,34,80,.425,8,27,.296,21,31,.677,5,43,24,5,8,11,15,40,90,.444,12,29,.414,12,15,.800,9,51,20,6,7,10,25
2024,CLE,56,2024-02-25,0,WAS,W,114,105,42,83,.506,10,32,.313,20,27,.741,6,47,35,6,6,11,16,40,90,.444,12,40,.300,13,18,.722,4,40,29,6,2,9,22
2024,CLE,57,2024-02-27,1,DAL,W,121,119,44,83,.530,20,40,.500,13,18,.722,9,47,35,2,4,16,12,48,91,.527,14,33,.424,9,15,.600,5,36,23,11,6,5,12
2024,CLE,58,2024-02-28,0,CHI,L,123,132,45,104,.433,22,54,.407,11,19,.579,5,39,37,7,11,12,25,44,110,.400,13,37,.351,31,38,.816,25,74,29,6,8,19,18
2024,CLE,59,2024-03-01,0,DET,W,110,100,33,83,.398,18,41,.439,26,30,.867,12,53,25,7,6,16,20,33,89,.371,10,36,.278,24,28,.857,9,42,24,10,7,9,23
2024,CLE,60,2024-03-03,1,NYK,L,98,107,39,87,.448,17,44,.386,3,8,.375,10,39,31,7,5,11,11,42,86,.488,16,39,.410,7,10,.700,10,47,32,8,9,12,13
2024,CLE,61,2024-03-05,1,BOS,W,105,104,39,90,.433,20,42,.476,7,11,.636,8,42,28,11,3,9,10,39,93,.419,15,38,.395,11,12,.917,14,53,24,6,9,13,13
2024,CLE,62,2024-03-06,0,ATL,L,101,112,39,89,.438,10,44,.227,13,17,.765,10,42,27,5,4,15,16,43,84,.512,11,30,.367,15,20,.750,8,42,27,7,3,11,17
2024,CLE,63,2024-03-08,1,MIN,W,113,104,38,88,.432,11,34,.324,26,36,.722,10,46,27,7,8,13,20,39,94,.415,8,30,.267,18,22,.818,7,45,25,5,5,14,25
2024,CLE,64,2024-03-10,1,BRK,L,101,120,37,76,.487,14,32,.438,13,20,.650,5,31,25,8,4,12,17,42,79,.532,18,35,.514,18,20,.900,8,40,33,7,3,15,17
2024,CLE,65,2024-03-11,1,PHO,L,111,117,40,84,.476,15,46,.326,16,19,.842,10,37,30,9,0,13,18,46,84,.548,12,32,.375,13,19,.684,12,42,23,8,6,14,18
2024,CLE,66,2024-03-13,0,NOP,W,116,95,47,92,.511,20,45,.444,2,3,.667,8,46,38,4,4,12,18,35,80,.438,4,22,.182,21,26,.808,7,43,22,7,6,12,13
2024,CLE,67,2024-03-16,0,HOU,L,103,117,37,82,.451,12,38,.316,17,20,.850,7,45,22,6,7,16,12,47,98,.480,15,42,.357,8,12,.667,11,48,28,9,7,10,19
2024,CLE,68,2024-03-18,0,IND,W,108,103,38,80,.475,12,32,.375,20,28,.714,9,39,27,8,4,14,18,42,91,.462,9,38,.237,10,16,.625,14,45,28,8,3,11,24
2024,CLE,69,2024-03-20,1,MIA,L,104,107,35,75,.467,15,42,.357,19,22,.864,6,37,30,3,2,12,19,38,83,.458,13,36,.361,18,19,.947,7,37,19,7,2,8,20
2024,CLE,70,2024-03-22,0,MIN,L,91,104,34,81,.420,7,29,.241,16,19,.842,10,41,22,6,5,12,14,41,85,.482,14,27,.519,8,16,.500,13,46,27,9,5,12,12
